age,job,marital,education,housing,loan,contact,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
36,student,divorced,university.degree,no,yes,cellular,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
37,blue-collar,married,basic.6y,yes,no,cellular,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,single,professional.course,no,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31,services,married,high.school,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
30,services,single,high.school,yes,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
32,management,married,university.degree,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
22,student,single,high.school,unknown,unknown,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
41,admin.,divorced,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
50,blue-collar,married,basic.4y,no,yes,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
39,blue-collar,married,basic.9y,no,yes,telephone,5,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
39,technician,divorced,professional.course,no,no,cellular,8,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
38,self-employed,married,basic.9y,no,yes,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
63,technician,married,unknown,no,no,cellular,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,no
38,self-employed,single,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
36,self-employed,single,university.degree,yes,no,cellular,2,4,1,success,-0.1,93.2,-42.0,4.191,5195.8,no
30,blue-collar,single,unknown,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26,admin.,single,high.school,no,no,telephone,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,technician,married,professional.course,no,no,telephone,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,technician,married,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,blue-collar,married,basic.6y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
23,admin.,single,university.degree,no,no,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
31,services,single,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
44,unemployed,divorced,basic.6y,no,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
31,services,married,basic.9y,no,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
29,blue-collar,married,basic.9y,yes,no,cellular,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
45,technician,single,professional.course,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
49,technician,married,professional.course,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
54,management,married,university.degree,no,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
27,entrepreneur,single,university.degree,yes,no,telephone,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
39,admin.,single,high.school,no,no,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
40,admin.,married,university.degree,yes,no,cellular,6,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
37,admin.,single,university.degree,no,no,cellular,6,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
57,admin.,married,unknown,yes,no,cellular,2,999,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,yes
34,blue-collar,single,high.school,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
31,admin.,divorced,high.school,no,no,cellular,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
47,technician,married,unknown,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
42,admin.,divorced,university.degree,no,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34,blue-collar,married,basic.9y,no,yes,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
54,unemployed,married,basic.9y,no,no,cellular,1,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,yes
48,blue-collar,married,basic.9y,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
30,services,divorced,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
54,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
41,blue-collar,married,basic.4y,unknown,unknown,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
43,technician,married,professional.course,yes,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
35,admin.,married,high.school,no,no,telephone,19,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
32,technician,married,high.school,yes,no,cellular,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
55,blue-collar,married,high.school,no,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
32,self-employed,single,high.school,yes,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
41,technician,married,high.school,yes,yes,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,admin.,married,basic.9y,yes,no,cellular,7,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
23,services,single,high.school,yes,no,cellular,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
51,blue-collar,married,basic.9y,yes,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28,student,single,basic.9y,no,yes,cellular,1,6,3,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
45,blue-collar,divorced,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
38,management,single,university.degree,yes,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
34,blue-collar,single,high.school,yes,no,cellular,1,10,1,success,-1.8,92.893,-46.2,1.281,5099.1,no
50,blue-collar,married,basic.4y,no,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
28,admin.,married,university.degree,yes,no,cellular,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
37,blue-collar,married,basic.6y,no,yes,cellular,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
46,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
57,retired,divorced,basic.9y,yes,no,cellular,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,yes
52,self-employed,married,university.degree,yes,no,telephone,1,999,0,nonexistent,-1.7,94.055,-39.8,0.707,4991.6,no
40,management,divorced,university.degree,no,no,cellular,1,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no
52,services,married,high.school,no,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,blue-collar,married,basic.4y,yes,no,cellular,5,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
50,admin.,divorced,university.degree,no,no,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
57,blue-collar,married,basic.9y,yes,yes,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
32,blue-collar,married,basic.9y,no,no,cellular,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
50,entrepreneur,married,basic.9y,yes,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
27,admin.,single,unknown,yes,no,telephone,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,yes
33,blue-collar,divorced,basic.9y,yes,yes,cellular,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
42,admin.,divorced,university.degree,yes,no,cellular,1,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,no
45,management,single,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
44,admin.,married,high.school,yes,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36,management,married,university.degree,no,no,cellular,1,999,2,failure,-1.8,93.369,-34.8,0.654,5008.7,yes
45,technician,married,professional.course,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
26,services,single,high.school,yes,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
25,self-employed,single,unknown,no,no,cellular,3,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,no
34,entrepreneur,married,unknown,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,student,married,high.school,no,no,telephone,5,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,no
39,admin.,divorced,professional.course,no,no,cellular,4,999,1,failure,-1.8,93.369,-34.8,0.643,5008.7,yes
34,admin.,married,university.degree,no,yes,cellular,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
38,technician,married,basic.9y,no,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
46,admin.,single,high.school,no,yes,cellular,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
53,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
38,services,married,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
34,student,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
59,retired,divorced,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
47,admin.,married,unknown,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
23,blue-collar,single,basic.9y,yes,no,telephone,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,admin.,single,high.school,yes,no,cellular,1,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,no
46,self-employed,married,basic.9y,no,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
37,technician,single,university.degree,yes,no,cellular,1,999,2,failure,-1.7,94.055,-39.8,0.748,4991.6,yes
43,admin.,married,high.school,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29,blue-collar,married,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
58,technician,married,professional.course,yes,no,telephone,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,technician,married,professional.course,no,no,cellular,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,no
46,blue-collar,married,basic.9y,yes,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
45,blue-collar,married,basic.4y,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
51,services,married,high.school,yes,no,telephone,3,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
31,technician,single,professional.course,unknown,unknown,cellular,2,999,0,nonexistent,-1.1,94.601,-49.5,1.025,4963.6,yes
35,services,single,basic.9y,yes,no,cellular,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,blue-collar,married,high.school,no,no,telephone,13,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36,blue-collar,married,basic.6y,yes,no,cellular,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
36,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,admin.,married,university.degree,yes,yes,telephone,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
53,unknown,married,high.school,no,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
42,admin.,single,university.degree,yes,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
71,retired,divorced,basic.4y,yes,no,telephone,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
45,admin.,married,basic.9y,yes,yes,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40,management,married,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32,blue-collar,single,basic.4y,no,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,student,married,university.degree,no,yes,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
27,technician,single,basic.9y,no,no,cellular,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
31,blue-collar,single,high.school,no,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,admin.,single,university.degree,yes,no,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
35,admin.,married,university.degree,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
36,technician,married,university.degree,yes,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
34,technician,single,professional.course,yes,no,telephone,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
43,blue-collar,married,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51,admin.,married,high.school,yes,no,cellular,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
54,technician,married,basic.9y,no,no,cellular,2,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,yes
48,services,married,high.school,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26,student,single,basic.9y,no,no,telephone,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes
36,technician,married,professional.course,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
46,technician,single,basic.9y,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
50,technician,married,professional.course,yes,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
26,student,single,basic.9y,yes,no,cellular,1,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,yes
23,technician,single,high.school,no,no,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
57,admin.,divorced,unknown,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
29,self-employed,married,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
30,technician,single,professional.course,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
31,blue-collar,married,basic.4y,no,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
38,blue-collar,married,basic.9y,unknown,unknown,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
52,blue-collar,divorced,basic.4y,yes,no,cellular,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
51,entrepreneur,divorced,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
39,technician,single,university.degree,no,yes,cellular,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
47,technician,divorced,high.school,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26,management,single,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
28,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
32,technician,married,professional.course,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
35,blue-collar,single,basic.6y,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30,technician,single,unknown,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
42,entrepreneur,single,basic.4y,yes,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
31,blue-collar,married,basic.9y,no,yes,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34,blue-collar,married,professional.course,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
37,blue-collar,married,basic.6y,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
48,services,married,high.school,yes,no,telephone,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
35,technician,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
51,retired,married,university.degree,yes,yes,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
37,blue-collar,unknown,basic.6y,no,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
22,blue-collar,single,unknown,no,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
88,retired,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,no
35,admin.,married,high.school,yes,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39,management,single,basic.9y,yes,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
37,unemployed,married,basic.6y,yes,no,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
32,services,single,high.school,no,yes,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
36,entrepreneur,married,university.degree,yes,yes,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34,blue-collar,married,basic.9y,no,yes,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,blue-collar,single,basic.4y,no,no,telephone,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
46,technician,divorced,university.degree,no,no,cellular,18,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
58,self-employed,married,university.degree,yes,yes,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36,blue-collar,single,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
54,entrepreneur,married,professional.course,yes,yes,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
35,admin.,married,university.degree,yes,no,cellular,5,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,no
35,blue-collar,married,basic.4y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
50,admin.,married,university.degree,unknown,unknown,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
53,services,married,university.degree,no,no,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
41,housemaid,married,basic.6y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39,technician,married,professional.course,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
32,services,single,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
55,technician,married,professional.course,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,technician,single,professional.course,yes,no,cellular,2,999,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,yes
44,blue-collar,married,basic.4y,yes,yes,telephone,1,999,0,nonexistent,-0.2,92.756,-45.9,3.053,5176.3,yes
30,blue-collar,married,basic.9y,no,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
45,services,married,high.school,no,no,telephone,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
44,management,married,university.degree,yes,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
46,technician,married,professional.course,no,no,telephone,1,999,1,failure,-2.9,92.963,-40.8,1.268,5076.2,no
33,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
56,housemaid,single,basic.4y,no,yes,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
41,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
80,retired,divorced,basic.4y,no,yes,cellular,5,999,1,failure,-3.0,92.713,-33.0,0.718,5023.5,no
44,admin.,married,basic.9y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
53,technician,single,professional.course,no,no,telephone,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
58,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
43,technician,married,university.degree,yes,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
26,blue-collar,married,basic.4y,yes,yes,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
46,admin.,divorced,university.degree,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
31,admin.,single,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27,technician,single,professional.course,no,no,cellular,3,999,1,failure,-1.8,93.749,-34.6,0.638,5008.7,no
38,blue-collar,married,basic.4y,no,yes,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
56,services,married,basic.4y,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
49,admin.,divorced,high.school,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
44,admin.,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
43,admin.,married,university.degree,yes,yes,cellular,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
51,blue-collar,divorced,high.school,yes,yes,cellular,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
33,admin.,married,high.school,no,no,cellular,3,15,1,success,-2.9,92.201,-31.4,0.825,5076.2,yes
29,admin.,single,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,blue-collar,married,basic.6y,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
33,admin.,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
30,entrepreneur,married,high.school,no,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
31,blue-collar,married,basic.6y,yes,no,telephone,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
28,unknown,single,unknown,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
22,student,single,high.school,yes,yes,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
24,admin.,single,university.degree,yes,no,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
54,technician,married,professional.course,yes,yes,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38,blue-collar,divorced,basic.9y,unknown,unknown,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
55,retired,married,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
42,entrepreneur,married,university.degree,yes,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
36,blue-collar,single,basic.9y,yes,yes,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes
35,management,single,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
50,technician,married,professional.course,no,no,cellular,4,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
30,blue-collar,married,basic.6y,yes,yes,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
42,services,single,high.school,yes,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
38,technician,single,university.degree,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
34,technician,single,professional.course,yes,no,cellular,1,999,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,yes
54,admin.,married,university.degree,yes,no,cellular,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,yes
21,student,single,unknown,yes,yes,cellular,11,9,2,failure,-1.7,94.215,-40.3,0.81,4991.6,no
34,admin.,single,high.school,yes,no,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
26,admin.,single,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26,student,single,basic.9y,no,no,cellular,4,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,no
60,management,married,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,blue-collar,married,basic.9y,yes,no,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27,services,single,high.school,yes,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,housemaid,married,basic.9y,no,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,services,married,high.school,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
41,blue-collar,single,basic.6y,no,no,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
35,technician,married,professional.course,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
22,blue-collar,single,basic.9y,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
35,technician,married,university.degree,yes,no,cellular,1,6,3,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
35,blue-collar,married,basic.6y,no,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
57,admin.,married,high.school,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
47,services,married,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
53,housemaid,married,high.school,yes,no,cellular,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
39,admin.,married,university.degree,no,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
23,student,single,basic.9y,no,yes,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
